term_code,crn,subject,course_number,section,title,credits,capacity,enrolled,seats_remaining,waitlist_capacity,waitlist_count,instructors,meetings,notes
"{""code"":202502,""description"":""Spring 2026""}",20223,"{""code"":""ENV"",""description"":""Environmental Studies""}",202,A,Environmental Social Sciences,1,,,25,,,"[{""first_name"":""Tshari"",""last_name"":""White"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0930"",""end_time"":""1020"",""class_time"":""0930 - 1020am"",""room"":""119"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20224,"{""code"":""ENV"",""description"":""Environmental Studies""}",203,A,Environmental Humanities,1,,,25,,,"[{""first_name"":""Willa"",""last_name"":""Swenson-Lengyel"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1505"",""end_time"":""1620"",""class_time"":""0305 - 0420pm"",""room"":""109"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20569,"{""code"":""ENV"",""description"":""Environmental Studies""}",220,A,Climate Systems,1,,,25,,,"[{""first_name"":""Risper"",""last_name"":""Nyairo"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3],""weekdays"":""MW"",""start_time"":""1430"",""end_time"":""1545"",""class_time"":""0230 - 0345pm"",""room"":""100"",""building"":{""code"":""SLOAN"",""description"":""Sloan Music Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20225,"{""code"":""ENV"",""description"":""Environmental Studies""}",225,A,Physical Geography of the SE,1,,,25,,,"[{""first_name"":""Brad"",""last_name"":""Johnson"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""157"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20226,"{""code"":""ENV"",""description"":""Environmental Studies""}",237,A,Intro to Interdisciplinary GIS,1,,,25,,,"[{""first_name"":""Risper"",""last_name"":""Nyairo"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3],""weekdays"":""MW"",""start_time"":""0805"",""end_time"":""0920"",""class_time"":""0805 - 0920am"",""room"":""247"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]"
"{""code"":202502,""description"":""Spring 2026""}",20227,"{""code"":""ENV"",""description"":""Environmental Studies""}",237,B,Intro to Interdisciplinary GIS,1,,,25,,,"[{""first_name"":""LeeAnna"",""last_name"":""Chapman"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""247"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""123+"",""description"":""First-years, Sophomores & Juniors until first day of class""}]"
"{""code"":202502,""description"":""Spring 2026""}",20570,"{""code"":""ENV"",""description"":""Environmental Studies""}",242,A,"Pol Ecol:People, Power, Planet",1,,,25,,,"[{""first_name"":""Tshari"",""last_name"":""White"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1330"",""end_time"":""1420"",""class_time"":""0130 - 0220pm"",""room"":""157"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20229,"{""code"":""ENV"",""description"":""Environmental Studies""}",273,A,"Art, Activism & Environment",1,,,25,,,"[{""first_name"":""Jennifer"",""last_name"":""Garcia Peacock"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1340"",""end_time"":""1455"",""class_time"":""0140 - 0255pm"",""room"":""147"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20697,"{""code"":""ENV"",""description"":""Environmental Studies""}",295,A,Independent Study,1,,,25,,,"[{""first_name"":""Chris"",""last_name"":""Paradise"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20742,"{""code"":""ENV"",""description"":""Environmental Studies""}",295,B,Independent Study,1,,,25,,,"[{""first_name"":""LeeAnna"",""last_name"":""Chapman"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20230,"{""code"":""ENV"",""description"":""Environmental Studies""}",322,A,Local Env Governance,1,,,25,,,"[{""first_name"":""Andrew"",""last_name"":""O'Geen"",""campus_id"":""AUTHORIZATION_REQUIRED""},{""first_name"":""Brad"",""last_name"":""Johnson"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""147"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]"
"{""code"":202502,""description"":""Spring 2026""}",20582,"{""code"":""ENV"",""description"":""Environmental Studies""}",331,A,Natural Hazards,1,,,25,,,"[{""first_name"":""Shannon"",""last_name"":""Conner"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""0940"",""end_time"":""1055"",""class_time"":""0940 - 1055am"",""room"":""310"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20231,"{""code"":""ENV"",""description"":""Environmental Studies""}",344,A,Voices of the Earth,1,,,25,,,"[{""first_name"":""Tshari"",""last_name"":""White"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1230"",""end_time"":""1320"",""class_time"":""1230 - 0120pm"",""room"":""140"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20233,"{""code"":""ENV"",""description"":""Environmental Studies""}",385,A,Environmental Justice Art,1,,,25,,,"[{""first_name"":""Jennifer"",""last_name"":""Garcia Peacock"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[3],""weekdays"":""W"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""251"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20847,"{""code"":""ENV"",""description"":""Environmental Studies""}",395,A,Independent Research,1,,,25,,,"[{""first_name"":""Chris"",""last_name"":""Paradise"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20234,"{""code"":""ENV"",""description"":""Environmental Studies""}",401,A,Environmental Studies Seminar,1,,,25,,,"[{""first_name"":""Jennifer"",""last_name"":""Garcia Peacock"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1505"",""end_time"":""1620"",""class_time"":""0305 - 0420pm"",""room"":""210"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20235,"{""code"":""ENV"",""description"":""Environmental Studies""}",401,B,Environmental Studies Seminar,1,,,25,,,"[{""first_name"":""Jennifer"",""last_name"":""Garcia Peacock"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1505"",""end_time"":""1620"",""class_time"":""0305 - 0420pm"",""room"":""210"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""3"",""description"":""Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20696,"{""code"":""ENV"",""description"":""Environmental Studies""}",495,A,Independent Research,1,,,25,,,"[{""first_name"":""LeeAnna"",""last_name"":""Chapman"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20712,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,A,Honors Research,1,,,25,,,"[{""first_name"":""Chris"",""last_name"":""Paradise"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20756,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,B,Thesis Research,1,,,25,,,"[{""first_name"":""Susana"",""last_name"":""Wadgymar"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20776,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,C,Thesis Research,1,,,25,,,"[{""first_name"":""Brad"",""last_name"":""Johnson"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20790,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,D,Thesis Research,1,,,25,,,"[{""first_name"":""Kevin"",""last_name"":""Smith"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20796,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,E,Honors Research,1,,,25,,,"[{""first_name"":""LeeAnna"",""last_name"":""Chapman"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20811,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,F,Honors Research,1,,,25,,,"[{""first_name"":""Brad"",""last_name"":""Johnson"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20839,"{""code"":""ENV"",""description"":""Environmental Studies""}",497,G,Thesis Research,1,,,25,,,"[{""first_name"":""Fuji"",""last_name"":""Lozada"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20721,"{""code"":""FMD"",""description"":""Film, Media, Digital Studies""}",497,A,Animation,1,,,25,,,"[{""first_name"":""Joelle"",""last_name"":""Dietrick"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20236,"{""code"":""FMS"",""description"":""Film and Media Studies""}",211,A,Filmmaking,1,,,25,,,"[{""first_name"":""Erin"",""last_name"":""Kokdil"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2],""weekdays"":""T"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""212"",""building"":{""code"":""VAC"",""description"":""Visual Arts Center""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20237,"{""code"":""FMS"",""description"":""Film and Media Studies""}",230,A,American Indie Cinema,1,,,25,,,"[{""first_name"":""Jeff"",""last_name"":""Jackson"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""140"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20238,"{""code"":""FMS"",""description"":""Film and Media Studies""}",311,A,Advanced Filmmaking,1,,,25,,,"[{""first_name"":""Erin"",""last_name"":""Kokdil"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[4],""weekdays"":""R"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""212"",""building"":{""code"":""VAC"",""description"":""Visual Arts Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20239,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",102,A,Elementary French II,1,,,25,,,"[{""first_name"":""Florin"",""last_name"":""Beschea"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""3187"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]"
"{""code"":202502,""description"":""Spring 2026""}",20240,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",102,B,Elementary French II,1,,,25,,,"[{""first_name"":""Florin"",""last_name"":""Beschea"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""3187"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]"
"{""code"":202502,""description"":""Spring 2026""}",20241,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",201,A,Intermed Fre/Davidson Exposure,1,,,25,,,"[{""first_name"":""Madeline"",""last_name"":""Bedecarre"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""3198"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20242,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",205,A,Intermediate French II,1,,,25,,,"[{""first_name"":""Cristina"",""last_name"":""Robu"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""0940"",""end_time"":""1055"",""class_time"":""0940 - 1055am"",""room"":""1046"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT"",""description"":""Students must attend one weekly AT session, meeting times TBD""}]"
"{""code"":202502,""description"":""Spring 2026""}",20243,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",220,A,Francophone Humanities,1,,,25,,,"[{""first_name"":""Madeline"",""last_name"":""Bedecarre"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3],""weekdays"":""MW"",""start_time"":""1430"",""end_time"":""1545"",""class_time"":""0230 - 0345pm"",""room"":""1046"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20244,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",230,A,France in the Headlines,1,,,25,,,"[{""first_name"":""Ninon"",""last_name"":""Vessier"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1340"",""end_time"":""1455"",""class_time"":""0140 - 0255pm"",""room"":""3234"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20245,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",290,A,Indep Study for Non-Majors,1,,,25,,,"[{""first_name"":""Florin"",""last_name"":""Beschea"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]","[{""code"":""PRM"",""description"":""Permission of instructor required""}]"
"{""code"":202502,""description"":""Spring 2026""}",20614,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",341,A,The Algerian Revolution,1,,,25,,,"[{""first_name"":""Ninon"",""last_name"":""Vessier"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1505"",""end_time"":""1620"",""class_time"":""0305 - 0420pm"",""room"":""3198"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20247,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",351,A,A Genre for Gender: Québec Com,1,,,25,,,"[{""first_name"":""Cristina"",""last_name"":""Robu"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""1046"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""R"",""description"":""Course has restrictions; see course description""}]"
"{""code"":202502,""description"":""Spring 2026""}",20248,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",390,A,Independent Study for Majors,1,,,25,,,"[{""first_name"":""Florin"",""last_name"":""Beschea"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]","[{""code"":""PRM"",""description"":""Permission of instructor required""}]"
"{""code"":202502,""description"":""Spring 2026""}",20249,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",499,A,Honors Project 2,1,,,25,,,"[{""first_name"":""Florin"",""last_name"":""Beschea"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20707,"{""code"":""FRE"",""description"":""French & Francophone Studies""}",499,B,French Honors Thesis,1,,,25,,,"[{""first_name"":""Madeline"",""last_name"":""Bedecarre"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20250,"{""code"":""GER"",""description"":""German Studies""}",102,A,What is German? II,1,,,25,,,"[{""first_name"":""Maggie"",""last_name"":""McCarthy"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""2187"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]"
"{""code"":202502,""description"":""Spring 2026""}",20251,"{""code"":""GER"",""description"":""German Studies""}",202,A,German Stories & Histories II,1,,,25,,,"[{""first_name"":""Burkhard"",""last_name"":""Henke"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0930"",""end_time"":""1020"",""class_time"":""0930 - 1020am"",""room"":""3187"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT"",""description"":""Students must attend one weekly AT session, meeting times TBD""}]"
"{""code"":202502,""description"":""Spring 2026""}",20598,"{""code"":""GER"",""description"":""German Studies""}",242,A,Hollywood Alternatives,1,,,25,,,"[{""first_name"":""Maggie"",""last_name"":""McCarthy"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1330"",""end_time"":""1420"",""class_time"":""0130 - 0220pm"",""room"":""1086"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""IN-ENGL"",""description"":""In English""}]"
"{""code"":202502,""description"":""Spring 2026""}",20252,"{""code"":""GER"",""description"":""German Studies""}",301,A,Memory and Belonging I,1,,,25,,,"[{""first_name"":""Burkhard"",""last_name"":""Henke"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1230"",""end_time"":""1320"",""class_time"":""1230 - 0120pm"",""room"":""3209"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20628,"{""code"":""GER"",""description"":""German Studies""}",333,A,Hannah Arendt,1,,,25,,,"[{""first_name"":""Scott"",""last_name"":""Denham"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""0815"",""end_time"":""0930"",""class_time"":""0815 - 0930am"",""room"":""1045"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""IN-ENGL"",""description"":""In English""}]"
"{""code"":202502,""description"":""Spring 2026""}",20848,"{""code"":""GER"",""description"":""German Studies""}",398,A,"Gropius, Bauhaus, Modernism",1,,,25,,,"[{""first_name"":""Scott"",""last_name"":""Denham"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20255,"{""code"":""GER"",""description"":""German Studies""}",402,A,Wanderlust,1,,,25,,,"[{""first_name"":""Scott"",""last_name"":""Denham"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[3],""weekdays"":""W"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""2234"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20803,"{""code"":""GER"",""description"":""German Studies""}",498,A,German Colonialism,1,,,25,,,"[{""first_name"":""Scott"",""last_name"":""Denham"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20257,"{""code"":""GRE"",""description"":""Greek""}",103,A,IntensAncientGreek (2 credits),2,,,25,,,"[{""first_name"":""Keyne"",""last_name"":""Cheshire"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""2209"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}},{""type"":""second meeting time"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1230"",""end_time"":""1320"",""class_time"":""1230 - 0120pm"",""room"":""1015"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]"
"{""code"":202502,""description"":""Spring 2026""}",20258,"{""code"":""GRE"",""description"":""Greek""}",218,A,New Testament Greek,1,,,25,,,"[{""first_name"":""Peter"",""last_name"":""Krentz"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""101"",""building"":{""code"":""EU"",""description"":""EU Hall""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]"
"{""code"":202502,""description"":""Spring 2026""}",20259,"{""code"":""GRE"",""description"":""Greek""}",318,A,Adv. New Testament Greek,1,,,25,,,"[{""first_name"":""Peter"",""last_name"":""Krentz"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""101"",""building"":{""code"":""EU"",""description"":""EU Hall""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]"
"{""code"":202502,""description"":""Spring 2026""}",20260,"{""code"":""GSS"",""description"":""Gender and Sexuality Studies""}",101,A,Intro to Gender & Sexuality,1,,,25,,,"[{""first_name"":""Koda"",""last_name"":""Sokol"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""1027"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]",
